OrdenID,MaterialID,Cantidad,PrecioUnitario,PrecioTotal
120,51,40,0.98,39.2
120,52,31,0.82,25.42
120,54,37,1.09,40.33
120,61,44,0.52,22.88
120,65,40,0.4,16.0
120,70,48,0.17,8.16
120,73,42,0.33,13.86
120,75,38,0.46,17.48
120,78,39,1.03,40.17
120,79,23,0.31,7.13
120,85,56,0.4,22.4
120,87,56,0.78,43.68
120,91,27,1.13,30.51
120,92,34,0.18,6.12
120,94,56,0.97,54.32
120,95,55,0.6,33.0
120,99,32,0.16,5.12
120,101,24,1.13,27.12
120,103,40,1.1,44.0
120,104,49,0.99,48.51
120,105,40,0.74,29.6
120,106,43,0.93,39.99
120,107,44,0.82,36.08
120,110,43,0.57,24.51
120,116,39,0.3,11.7
120,118,31,0.33,10.23
120,120,59,0.62,36.58
120,125,44,0.61,26.84
120,127,33,1.04,34.32
120,128,53,0.58,30.74
120,132,42,0.17,7.14
120,133,27,0.2,5.4
120,135,47,0.29,13.63
120,137,40,1.01,40.4
120,138,27,0.7,18.9
120,139,45,0.92,41.4
120,147,50,0.99,49.5
120,151,22,0.76,16.72
120,152,28,1.14,31.92
121,3,44,0.26,11.44
121,5,50,0.24,12.0
121,6,42,0.46,19.32
121,7,25,0.51,12.75
121,8,31,0.53,16.43
121,10,24,0.71,17.04
121,11,32,0.64,20.48
121,13,27,0.72,19.44
121,15,22,1.13,24.86
121,17,29,1.04,30.16
121,22,53,0.52,27.56
121,23,60,0.6,36.0
121,30,38,0.44,16.72
121,31,23,0.59,13.57
121,35,49,1.08,52.92
121,49,28,0.39,10.92
121,53,26,0.47,12.22
121,59,25,0.55,13.75
121,66,38,0.53,20.14
121,68,35,0.37,12.95
121,69,46,0.21,9.66
121,80,52,0.72,37.44
121,83,36,0.52,18.72
121,84,30,1.07,32.1
121,89,48,0.32,15.36
121,90,35,1.09,38.15
121,93,51,0.34,17.34
121,101,36,1.13,40.68
121,108,33,0.72,23.76
121,109,21,1.12,23.52
121,111,39,0.21,8.19
121,112,27,0.84,22.68
121,114,43,0.57,24.51
121,117,52,0.5,26.0
121,122,65,0.33,21.45
121,123,37,0.45,16.65
121,136,43,0.57,24.51
121,138,40,0.7,28.0
121,142,46,1.08,49.68
121,144,41,1.01,41.41
121,153,31,0.82,25.42
122,4,37,0.55,20.35
122,9,36,0.44,15.84
122,12,54,0.98,52.92
122,16,30,1.08,32.4
122,17,27,1.04,28.08
122,20,38,0.8,30.4
122,24,33,0.15,4.95
122,28,34,0.43,14.62
122,29,44,0.41,18.04
122,32,53,0.64,33.92
122,33,39,0.42,16.38
122,35,26,1.08,28.08
122,39,34,0.89,30.26
122,43,40,0.24,9.6
122,44,62,0.16,9.92
122,47,50,0.32,16.0
122,50,48,0.54,25.92
122,52,27,0.82,22.14
122,54,62,1.09,67.58
122,57,52,0.42,21.84
122,60,38,0.62,23.56
122,62,72,0.37,26.64
122,63,42,0.3,12.6
122,64,37,0.18,6.66
122,74,34,0.48,16.32
122,75,27,0.46,12.42
122,76,52,0.33,17.16
122,79,44,0.31,13.64
122,84,38,1.07,40.66
122,85,52,0.4,20.8
122,86,45,0.31,13.95
122,87,50,0.78,39.0
122,91,32,1.13,36.16
122,92,22,0.18,3.96
122,94,32,0.97,31.04
122,95,56,0.6,33.6
122,96,36,0.47,16.92
122,97,48,0.46,22.08
122,99,40,0.16,6.4
122,100,37,0.86,31.82
122,103,23,1.1,25.3
122,114,26,0.57,14.82
122,115,40,0.44,17.6
122,116,39,0.3,11.7
122,119,29,1.1,31.9
122,120,59,0.62,36.58
122,122,37,0.33,12.21
122,124,40,0.26,10.4
122,125,38,0.61,23.18
122,127,51,1.04,53.04
122,128,50,0.58,29.0
122,130,54,0.62,33.48
122,141,51,0.62,31.62
122,143,36,1.1,39.6
122,145,39,1.14,44.46
122,146,39,0.95,37.05
122,147,37,0.99,36.63
122,148,33,1.04,34.32
122,149,27,0.27,7.29
122,154,52,0.4,20.8
123,2,30,0.53,15.9
123,3,41,0.26,10.66
123,5,28,0.24,6.72
123,7,38,0.51,19.38
123,10,46,0.71,32.66
123,13,36,0.72,25.92
123,19,54,0.34,18.36
123,21,34,1.14,38.76
123,23,39,0.6,23.4
123,25,34,0.28,9.52
123,27,27,0.92,24.84
123,35,45,1.08,48.6
123,36,37,1.07,39.59
123,37,46,0.8,36.8
123,38,34,0.96,32.64
123,41,42,0.86,36.12
123,42,27,0.17,4.59
123,45,28,0.79,22.12
123,46,64,0.73,46.72
123,48,35,0.24,8.4
123,49,44,0.39,17.16
123,53,40,0.47,18.8
123,54,28,1.09,30.52
123,55,47,0.73,34.31
123,56,46,0.86,39.56
123,58,55,0.16,8.8
123,59,42,0.55,23.1
123,65,28,0.4,11.2
123,66,45,0.53,23.85
123,68,37,0.37,13.69
123,69,44,0.21,9.24
123,70,48,0.17,8.16
123,71,38,0.9,34.2
123,73,49,0.33,16.17
123,78,47,1.03,48.41
123,81,36,0.43,15.48
123,83,33,0.52,17.16
123,88,41,0.24,9.84
123,93,62,0.34,21.08
123,95,34,0.6,20.4
123,98,38,0.21,7.98
123,102,25,0.39,9.75
123,105,26,0.74,19.24
123,107,53,0.82,43.46
123,110,57,0.57,32.49
123,112,38,0.84,31.92
123,113,40,0.91,36.4
123,117,61,0.5,30.5
123,118,30,0.33,9.9
123,129,32,1.13,36.16
123,132,37,0.17,6.29
123,133,42,0.2,8.4
123,135,47,0.29,13.63
123,137,32,1.01,32.32
123,139,37,0.92,34.04
123,140,32,0.42,13.44
123,143,47,1.1,51.7
123,151,35,0.76,26.6
123,152,47,1.14,53.58
123,153,23,0.82,18.86
124,1,28,0.85,23.8
124,4,49,0.55,26.95
124,6,24,0.46,11.04
124,9,30,0.44,13.2
124,11,49,0.64,31.36
124,16,35,1.08,37.8
124,17,46,1.04,47.84
124,20,59,0.8,47.2
124,24,51,0.15,7.65
124,26,27,0.65,17.55
124,28,34,0.43,14.62
124,29,58,0.41,23.78
124,30,45,0.44,19.8
124,32,40,0.64,25.6
124,33,39,0.42,16.38
124,34,40,0.39,15.6
124,39,44,0.89,39.16
124,44,42,0.16,6.72
124,50,33,0.54,17.82
124,63,59,0.3,17.7
124,64,39,0.18,7.02
124,75,22,0.46,10.12
124,76,27,0.33,8.91
124,87,57,0.78,44.46
124,90,36,1.09,39.24
124,91,32,1.13,36.16
124,92,25,0.18,4.5
124,94,44,0.97,42.68
124,97,50,0.46,23.0
124,99,37,0.16,5.92
124,101,45,1.13,50.85
124,103,41,1.1,45.1
124,104,25,0.99,24.75
124,107,42,0.82,34.44
124,108,30,0.72,21.6
124,109,40,1.12,44.8
124,114,48,0.57,27.36
124,116,29,0.3,8.7
124,120,51,0.62,31.62
124,123,31,0.45,13.95
124,128,39,0.58,22.62
124,131,29,0.21,6.09
124,141,28,0.62,17.36
124,142,39,1.08,42.12
124,148,28,1.04,29.12
124,149,37,0.27,9.99
124,154,30,0.4,12.0
125,5,53,0.24,12.72
125,7,27,0.51,13.77
125,9,44,0.44,19.36
125,12,58,0.98,56.84
125,14,33,1.02,33.66
125,15,35,1.13,39.55
125,31,27,0.59,15.93
125,35,42,1.08,45.36
125,40,44,0.78,34.32
125,42,44,0.17,7.48
125,44,25,0.16,4.0
125,46,47,0.73,34.31
125,49,35,0.39,13.65
125,54,55,1.09,59.95
125,60,25,0.62,15.5
125,66,58,0.53,30.74
125,67,31,1.03,31.93
125,68,44,0.37,16.28
125,69,67,0.21,14.07
125,70,47,0.17,7.99
125,73,39,0.33,12.87
125,74,40,0.48,19.2
125,76,22,0.33,7.26
125,77,44,0.73,32.12
125,78,33,1.03,33.99
125,79,25,0.31,7.75
125,80,39,0.72,28.08
125,81,25,0.43,10.75
125,82,24,0.41,9.84
125,85,42,0.4,16.8
125,88,31,0.24,7.44
125,93,43,0.34,14.62
125,94,33,0.97,32.01
125,96,22,0.47,10.34
125,102,52,0.39,20.28
125,106,32,0.93,29.76
125,111,35,0.21,7.35
125,113,43,0.91,39.13
125,117,35,0.5,17.5
125,119,29,1.1,31.9
125,121,33,0.75,24.75
125,122,43,0.33,14.19
125,124,30,0.26,7.8
125,125,25,0.61,15.25
125,127,55,1.04,57.2
125,130,37,0.62,22.94
125,132,50,0.17,8.5
125,133,42,0.2,8.4
125,134,43,0.95,40.85
125,136,39,0.57,22.23
125,138,22,0.7,15.4
125,139,53,0.92,48.76
125,141,36,0.62,22.32
125,144,31,1.01,31.31
125,145,71,1.14,80.94
125,147,49,0.99,48.51
125,150,40,0.6,24.0
125,152,28,1.14,31.92
125,153,43,0.82,35.26
126,1,45,0.85,38.25
126,2,43,0.53,22.79
126,3,54,0.26,14.04
126,6,45,0.46,20.7
126,8,35,0.53,18.55
126,10,24,0.71,17.04
126,11,41,0.64,26.24
126,13,42,0.72,30.24
126,16,31,1.08,33.48
126,19,45,0.34,15.3
126,22,43,0.52,22.36
126,23,43,0.6,25.8
126,24,42,0.15,6.3
126,26,62,0.65,40.3
126,27,34,0.92,31.28
126,28,34,0.43,14.62
126,32,37,0.64,23.68
126,33,59,0.42,24.78
126,34,50,0.39,19.5
126,35,46,1.08,49.68
126,36,39,1.07,41.73
126,38,41,0.96,39.36
126,44,37,0.16,5.92
126,47,36,0.32,11.52
126,48,45,0.24,10.8
126,50,47,0.54,25.38
126,52,54,0.82,44.28
126,53,37,0.47,17.39
126,56,54,0.86,46.44
126,57,32,0.42,13.44
126,59,47,0.55,25.85
126,61,50,0.52,26.0
126,62,41,0.37,15.17
126,63,43,0.3,12.9
126,64,29,0.18,5.22
126,71,46,0.9,41.4
126,78,41,1.03,42.23
126,83,63,0.52,32.76
126,84,35,1.07,37.45
126,86,30,0.31,9.3
126,87,31,0.78,24.18
126,91,54,1.13,61.02
126,92,48,0.18,8.64
126,95,47,0.6,28.2
126,97,23,0.46,10.58
126,99,38,0.16,6.08
126,100,38,0.86,32.68
126,101,56,1.13,63.28
126,105,24,0.74,17.76
126,107,48,0.82,39.36
126,112,47,0.84,39.48
126,113,35,0.91,31.85
126,115,42,0.44,18.48
126,120,52,0.62,32.24
126,123,39,0.45,17.55
126,129,35,1.13,39.55
126,135,33,0.29,9.57
126,137,25,1.01,25.25
126,139,37,0.92,34.04
126,140,59,0.42,24.78
126,148,45,1.04,46.8
126,149,27,0.27,7.29
126,151,33,0.76,25.08
127,4,56,0.55,30.8
127,5,27,0.24,6.48
127,15,34,1.13,38.42
127,17,41,1.04,42.64
127,20,57,0.8,45.6
127,25,50,0.28,14.0
127,29,34,0.41,13.94
127,31,43,0.59,25.37
127,41,49,0.86,42.14
127,45,47,0.79,37.13
127,46,25,0.73,18.25
127,49,43,0.39,16.77
127,65,28,0.4,11.2
127,68,51,0.37,18.87
127,69,59,0.21,12.39
127,72,30,0.93,27.9
127,73,46,0.33,15.18
127,74,42,0.48,20.16
127,76,47,0.33,15.51
127,80,46,0.72,33.12
127,83,28,0.52,14.56
127,89,31,0.32,9.92
127,90,34,1.09,37.06
127,94,51,0.97,49.47
127,96,35,0.47,16.45
127,99,26,0.16,4.16
127,101,44,1.13,49.72
127,103,39,1.1,42.9
127,104,39,0.99,38.61
127,108,42,0.72,30.24
127,110,32,0.57,18.24
127,116,48,0.3,14.4
127,117,35,0.5,17.5
127,118,42,0.33,13.86
127,119,47,1.1,51.7
127,121,46,0.75,34.5
127,124,25,0.26,6.5
127,125,43,0.61,26.23
127,127,29,1.04,30.16
127,128,26,0.58,15.08
127,130,40,0.62,24.8
127,131,26,0.21,5.46
127,133,39,0.2,7.8
127,138,44,0.7,30.8
127,141,58,0.62,35.96
127,142,30,1.08,32.4
127,146,40,0.95,38.0
127,152,51,1.14,58.14
127,154,43,0.4,17.2
128,3,39,0.26,10.14
128,7,36,0.51,18.36
128,9,42,0.44,18.48
128,11,26,0.64,16.64
128,12,34,0.98,33.32
128,13,27,0.72,19.44
128,21,39,1.14,44.46
128,22,33,0.52,17.16
128,26,32,0.65,20.8
128,28,26,0.43,11.18
128,32,71,0.64,45.44
128,33,52,0.42,21.84
128,34,53,0.39,20.67
128,35,59,1.08,63.72
128,39,25,0.89,22.25
128,43,46,0.24,11.04
128,44,42,0.16,6.72
128,47,48,0.32,15.36
128,51,33,0.98,32.34
128,54,39,1.09,42.51
128,58,39,0.16,6.24
128,60,37,0.62,22.94
128,62,39,0.37,14.43
128,63,51,0.3,15.3
128,66,46,0.53,24.38
128,67,34,1.03,35.02
128,70,22,0.17,3.74
128,75,44,0.46,20.24
128,78,26,1.03,26.78
128,79,44,0.31,13.64
128,85,46,0.4,18.4
128,86,57,0.31,17.67
128,87,73,0.78,56.94
128,93,48,0.34,16.32
128,95,45,0.6,27.0
128,97,40,0.46,18.4
128,102,51,0.39,19.89
128,105,50,0.74,37.0
128,106,26,0.93,24.18
128,107,58,0.82,47.56
128,109,39,1.12,43.68
128,110,48,0.57,27.36
128,114,21,0.57,11.97
128,122,35,0.33,11.55
128,134,50,0.95,47.5
128,139,37,0.92,34.04
128,143,41,1.1,45.1
128,144,38,1.01,38.38
128,145,36,1.14,41.04
128,147,51,0.99,50.49
128,149,22,0.27,5.94
129,2,33,0.53,17.49
129,3,25,0.26,6.5
129,5,59,0.24,14.16
129,8,36,0.53,19.08
129,10,33,0.71,23.43
129,19,36,0.34,12.24
129,20,43,0.8,34.4
129,23,32,0.6,19.2
129,24,37,0.15,5.55
129,25,39,0.28,10.92
129,27,27,0.92,24.84
129,29,44,0.41,18.04
129,30,28,0.44,12.32
129,36,36,1.07,38.52
129,40,26,0.78,20.28
129,45,52,0.79,41.08
129,46,43,0.73,31.39
129,48,36,0.24,8.64
129,49,48,0.39,18.72
129,56,50,0.86,43.0
129,57,44,0.42,18.48
129,61,37,0.52,19.24
129,68,34,0.37,12.58
129,69,60,0.21,12.6
129,74,40,0.48,19.2
129,76,35,0.33,11.55
129,77,23,0.73,16.79
129,80,40,0.72,28.8
129,81,31,0.43,13.33
129,83,37,0.52,19.24
129,84,38,1.07,40.66
129,88,32,0.24,7.68
129,91,41,1.13,46.33
129,92,43,0.18,7.74
129,93,36,0.34,12.24
129,94,47,0.97,45.59
129,99,36,0.16,5.76
129,101,47,1.13,53.11
129,104,37,0.99,36.63
129,113,46,0.91,41.86
129,117,41,0.5,20.5
129,118,45,0.33,14.85
129,120,53,0.62,32.86
129,123,37,0.45,16.65
129,127,27,1.04,28.08
129,128,30,0.58,17.4
129,129,58,1.13,65.54
129,132,39,0.17,6.63
129,133,33,0.2,6.6
129,135,31,0.29,8.99
129,136,36,0.57,20.52
129,139,41,0.92,37.72
129,140,52,0.42,21.84
129,141,51,0.62,31.62
129,142,35,1.08,37.8
129,148,41,1.04,42.64
129,153,48,0.82,39.36
129,154,33,0.4,13.2
130,3,31,0.26,8.06
130,4,34,0.55,18.7
130,11,23,0.64,14.72
130,12,31,0.98,30.38
130,13,45,0.72,32.4
130,16,51,1.08,55.08
130,17,38,1.04,39.52
130,20,36,0.8,28.8
130,26,51,0.65,33.15
130,28,39,0.43,16.77
130,32,22,0.64,14.08
130,35,69,1.08,74.52
130,39,48,0.89,42.72
130,42,36,0.17,6.12
130,44,25,0.16,4.0
130,45,35,0.79,27.65
130,50,42,0.54,22.68
130,53,39,0.47,18.33
130,54,43,1.09,46.87
130,55,34,0.73,24.82
130,59,42,0.55,23.1
130,60,54,0.62,33.48
130,62,41,0.37,15.17
130,63,54,0.3,16.2
130,64,51,0.18,9.18
130,65,52,0.4,20.8
130,66,31,0.53,16.43
130,67,22,1.03,22.66
130,70,39,0.17,6.63
130,71,45,0.9,40.5
130,72,37,0.93,34.41
130,73,44,0.33,14.52
130,77,43,0.73,31.39
130,78,63,1.03,64.89
130,82,49,0.41,20.09
130,85,50,0.4,20.0
130,90,46,1.09,50.14
130,93,36,0.34,12.24
130,100,39,0.86,33.54
130,101,31,1.13,35.03
130,103,23,1.1,25.3
130,106,38,0.93,35.34
130,107,38,0.82,31.16
130,108,66,0.72,47.52
130,111,43,0.21,9.03
130,114,43,0.57,24.51
130,115,29,0.44,12.76
130,116,33,0.3,9.9
130,119,36,1.1,39.6
130,121,38,0.75,28.5
130,122,76,0.33,25.08
130,123,40,0.45,18.0
130,124,29,0.26,7.54
130,126,42,0.29,12.18
130,127,38,1.04,39.52
130,130,63,0.62,39.06
130,131,49,0.21,10.29
130,132,28,0.17,4.76
130,137,34,1.01,34.34
130,138,52,0.7,36.4
130,143,38,1.1,41.8
130,145,62,1.14,70.68
130,149,29,0.27,7.83
130,151,34,0.76,25.84
130,152,51,1.14,58.14
131,1,47,0.85,39.95
131,3,43,0.26,11.18
131,5,31,0.24,7.44
131,6,37,0.46,17.02
131,7,33,0.51,16.83
131,8,42,0.53,22.26
131,23,37,0.6,22.2
131,29,36,0.41,14.76
131,32,31,0.64,19.84
131,33,21,0.42,8.82
131,34,44,0.39,17.16
131,41,53,0.86,45.58
131,46,27,0.73,19.71
131,47,48,0.32,15.36
131,56,49,0.86,42.14
131,61,49,0.52,25.48
131,69,40,0.21,8.4
131,74,25,0.48,12.0
131,76,48,0.33,15.84
131,87,27,0.78,21.06
131,93,49,0.34,16.66
131,94,39,0.97,37.83
131,95,35,0.6,21.0
131,99,36,0.16,5.76
131,104,28,0.99,27.72
131,105,52,0.74,38.48
131,110,35,0.57,19.95
131,112,44,0.84,36.96
131,117,52,0.5,26.0
131,118,37,0.33,12.21
131,120,28,0.62,17.36
131,125,49,0.61,29.89
131,128,52,0.58,30.16
131,135,28,0.29,8.12
131,136,42,0.57,23.94
131,139,48,0.92,44.16
131,140,36,0.42,15.12
131,141,25,0.62,15.5
131,142,49,1.08,52.92
131,150,46,0.6,27.6
131,153,48,0.82,39.36
132,2,22,0.53,11.66
132,4,32,0.55,17.6
132,9,35,0.44,15.4
132,10,42,0.71,29.82
132,11,42,0.64,26.88
132,12,38,0.98,37.24
132,13,35,0.72,25.2
132,14,32,1.02,32.64
132,16,41,1.08,44.28
132,17,31,1.04,32.24
132,19,43,0.34,14.62
132,20,34,0.8,27.2
132,24,37,0.15,5.55
132,25,29,0.28,8.12
132,27,25,0.92,23.0
132,29,35,0.41,14.35
132,30,27,0.44,11.88
132,32,58,0.64,37.12
132,35,52,1.08,56.16
132,36,25,1.07,26.75
132,38,32,0.96,30.72
132,40,24,0.78,18.72
132,44,62,0.16,9.92
132,49,49,0.39,19.11
132,50,54,0.54,29.16
132,52,30,0.82,24.6
132,54,34,1.09,37.06
132,57,33,0.42,13.86
132,58,39,0.16,6.24
132,59,41,0.55,22.55
132,64,42,0.18,7.56
132,66,56,0.53,29.68
132,67,36,1.03,37.08
132,68,47,0.37,17.39
132,70,55,0.17,9.35
132,75,44,0.46,20.24
132,76,48,0.33,15.84
132,78,48,1.03,49.44
132,79,39,0.31,12.09
132,80,34,0.72,24.48
132,83,42,0.52,21.84
132,84,25,1.07,26.75
132,85,40,0.4,16.0
132,86,35,0.31,10.85
132,88,37,0.24,8.88
132,89,32,0.32,10.24
132,91,32,1.13,36.16
132,92,48,0.18,8.64
132,96,48,0.47,22.56
132,97,38,0.46,17.48
132,101,33,1.13,37.29
132,103,45,1.1,49.5
132,108,38,0.72,27.36
132,109,40,1.12,44.8
132,113,40,0.91,36.4
132,115,51,0.44,22.44
132,116,58,0.3,17.4
132,124,32,0.26,8.32
132,129,34,1.13,38.42
132,132,39,0.17,6.63
132,133,38,0.2,7.6
132,134,25,0.95,23.75
132,138,42,0.7,29.4
132,140,29,0.42,12.18
132,144,34,1.01,34.34
132,146,29,0.95,27.55
132,147,69,0.99,68.31
132,148,35,1.04,36.4
132,149,33,0.27,8.91
132,152,24,1.14,27.36
132,154,41,0.4,16.4
133,1,41,0.85,34.85
133,4,38,0.55,20.9
133,5,27,0.24,6.48
133,15,32,1.13,36.16
133,20,38,0.8,30.4
133,23,50,0.6,30.0
133,26,38,0.65,24.7
133,28,56,0.43,24.08
133,31,37,0.59,21.83
133,32,37,0.64,23.68
133,33,51,0.42,21.42
133,39,37,0.89,32.93
133,45,46,0.79,36.34
133,46,49,0.73,35.77
133,53,42,0.47,19.74
133,62,48,0.37,17.76
133,63,36,0.3,10.8
133,65,44,0.4,17.6
133,69,46,0.21,9.66
133,71,42,0.9,37.8
133,73,48,0.33,15.84
133,74,53,0.48,25.44
133,87,45,0.78,35.1
133,90,36,1.09,39.24
133,93,44,0.34,14.96
133,94,38,0.97,36.86
133,95,22,0.6,13.2
133,99,43,0.16,6.88
133,102,37,0.39,14.43
133,104,44,0.99,43.56
133,106,31,0.93,28.83
133,107,34,0.82,27.88
133,110,49,0.57,27.93
133,114,50,0.57,28.5
133,120,36,0.62,22.32
133,121,37,0.75,27.75
133,122,59,0.33,19.47
133,123,51,0.45,22.95
133,127,41,1.04,42.64
133,128,40,0.58,23.2
133,135,38,0.29,11.02
133,137,37,1.01,37.37
133,141,62,0.62,38.44
133,142,57,1.08,61.56
133,143,40,1.1,44.0
133,153,46,0.82,37.72
134,2,34,0.53,18.02
134,3,34,0.26,8.84
134,5,29,0.24,6.96
134,7,42,0.51,21.42
134,9,21,0.44,9.24
134,11,33,0.64,21.12
134,12,47,0.98,46.06
134,13,43,0.72,30.96
134,16,26,1.08,28.08
134,21,41,1.14,46.74
134,22,34,0.52,17.68
134,24,23,0.15,3.45
134,34,39,0.39,15.21
134,35,48,1.08,51.84
134,36,51,1.07,54.57
134,42,47,0.17,7.99
134,44,60,0.16,9.6
134,47,45,0.32,14.4
134,48,28,0.24,6.72
134,49,44,0.39,17.16
134,50,34,0.54,18.36
134,56,43,0.86,36.98
134,57,46,0.42,19.32
134,60,34,0.62,21.08
134,69,26,0.21,5.46
134,70,33,0.17,5.61
134,76,40,0.33,13.2
134,78,31,1.03,31.93
134,81,35,0.43,15.05
134,85,37,0.4,14.8
134,100,48,0.86,41.28
134,101,42,1.13,47.46
134,105,48,0.74,35.52
134,108,42,0.72,30.24
134,115,45,0.44,19.8
134,117,43,0.5,21.5
134,119,42,1.1,46.2
134,124,39,0.26,10.14
134,125,48,0.61,29.28
134,130,32,0.62,19.84
134,138,37,0.7,25.9
134,139,44,0.92,40.48
134,140,33,0.42,13.86
134,145,56,1.14,63.84
134,147,32,0.99,31.68
134,148,36,1.04,37.44
134,149,37,0.27,9.99
134,152,53,1.14,60.42
135,3,25,0.26,6.5
135,5,40,0.24,9.6
135,6,48,0.46,22.08
135,8,36,0.53,19.08
135,9,36,0.44,15.84
135,16,44,1.08,47.52
135,17,41,1.04,42.64
135,20,35,0.8,28.0
135,23,52,0.6,31.2
135,24,37,0.15,5.55
135,25,64,0.28,17.92
135,26,38,0.65,24.7
135,27,40,0.92,36.8
135,28,48,0.43,20.64
135,29,44,0.41,18.04
135,31,35,0.59,20.65
135,32,37,0.64,23.68
135,33,34,0.42,14.28
135,38,46,0.96,44.16
135,54,26,1.09,28.34
135,61,22,0.52,11.44
135,63,44,0.3,13.2
135,64,34,0.18,6.12
135,66,50,0.53,26.5
135,69,30,0.21,6.3
135,74,40,0.48,19.2
135,77,37,0.73,27.01
135,80,43,0.72,30.96
135,83,36,0.52,18.72
135,85,43,0.4,17.2
135,86,31,0.31,9.61
135,87,43,0.78,33.54
135,89,42,0.32,13.44
135,91,45,1.13,50.85
135,92,28,0.18,5.04
135,93,61,0.34,20.74
135,94,41,0.97,39.77
135,95,36,0.6,21.6
135,97,29,0.46,13.34
135,99,41,0.16,6.56
135,103,43,1.1,47.3
135,106,30,0.93,27.9
135,110,47,0.57,26.79
135,112,28,0.84,23.52
135,113,41,0.91,37.31
135,114,35,0.57,19.95
135,116,43,0.3,12.9
135,118,44,0.33,14.52
135,120,40,0.62,24.8
135,121,44,0.75,33.0
135,122,35,0.33,11.55
135,123,40,0.45,18.0
135,127,28,1.04,29.12
135,128,57,0.58,33.06
135,131,39,0.21,8.19
135,132,38,0.17,6.46
135,133,41,0.2,8.2
135,134,37,0.95,35.15
135,136,37,0.57,21.09
135,142,29,1.08,31.32
135,143,22,1.1,24.2
135,144,37,1.01,37.37
135,153,45,0.82,36.9
135,154,41,0.4,16.4
136,4,39,0.55,21.45
136,7,36,0.51,18.36
136,10,50,0.71,35.5
136,12,22,0.98,21.56
136,19,47,0.34,15.98
136,20,38,0.8,30.4
136,30,43,0.44,18.92
136,32,27,0.64,17.28
136,35,50,1.08,54.0
136,39,51,0.89,45.39
136,40,33,0.78,25.74
136,41,47,0.86,40.42
136,43,24,0.24,5.76
136,44,44,0.16,7.04
136,45,47,0.79,37.13
136,47,35,0.32,11.2
136,49,53,0.39,20.67
136,50,52,0.54,28.08
136,53,30,0.47,14.1
136,54,24,1.09,26.16
136,56,36,0.86,30.96
136,57,36,0.42,15.12
136,59,41,0.55,22.55
136,62,40,0.37,14.8
136,67,33,1.03,33.99
136,68,67,0.37,24.79
136,69,51,0.21,10.71
136,71,33,0.9,29.7
136,73,50,0.33,16.5
136,75,32,0.46,14.72
136,76,36,0.33,11.88
136,78,38,1.03,39.14
136,79,41,0.31,12.71
136,82,33,0.41,13.53
136,84,49,1.07,52.43
136,87,55,0.78,42.9
136,93,46,0.34,15.64
136,95,35,0.6,21.0
136,96,56,0.47,26.32
136,98,42,0.21,8.82
136,101,28,1.13,31.64
136,102,29,0.39,11.31
136,104,46,0.99,45.54
136,107,58,0.82,47.56
136,111,31,0.21,6.51
136,114,37,0.57,21.09
136,117,64,0.5,32.0
136,119,40,1.1,44.0
136,130,52,0.62,32.24
136,138,50,0.7,35.0
136,139,30,0.92,27.6
136,141,39,0.62,24.18
136,145,52,1.14,59.28
136,146,47,0.95,44.65
136,147,58,0.99,57.42
136,148,33,1.04,34.32
136,149,39,0.27,10.53
136,151,42,0.76,31.92
136,152,30,1.14,34.2
136,153,37,0.82,30.34
137,1,40,0.85,34.0
137,3,33,0.26,8.58
137,5,41,0.24,9.84
137,11,39,0.64,24.96
137,12,36,0.98,35.28
137,18,31,0.37,11.47
137,29,34,0.41,13.94
137,32,47,0.64,30.08
137,33,49,0.42,20.58
137,34,37,0.39,14.43
137,35,47,1.08,50.76
137,36,46,1.07,49.22
137,44,36,0.16,5.76
137,46,47,0.73,34.31
137,52,27,0.82,22.14
137,55,35,0.73,25.55
137,58,35,0.16,5.6
137,60,37,0.62,22.94
137,63,49,0.3,14.7
137,65,36,0.4,14.4
137,66,42,0.53,22.26
137,69,45,0.21,9.45
137,70,37,0.17,6.29
137,72,44,0.93,40.92
137,74,46,0.48,22.08
137,85,63,0.4,25.2
137,90,35,1.09,38.15
137,91,30,1.13,33.9
137,92,42,0.18,7.56
137,93,41,0.34,13.94
137,94,42,0.97,40.74
137,97,24,0.46,11.04
137,100,31,0.86,26.66
137,106,41,0.93,38.13
137,108,38,0.72,27.36
137,110,60,0.57,34.2
137,120,47,0.62,29.14
137,127,41,1.04,42.64
137,128,54,0.58,31.32
137,129,32,1.13,36.16
137,133,46,0.2,9.2
137,135,40,0.29,11.6
137,140,30,0.42,12.6
137,142,43,1.08,46.44
137,152,29,1.14,33.06
138,4,50,0.55,27.5
138,6,40,0.46,18.4
138,9,46,0.44,20.24
138,12,30,0.98,29.4
138,15,42,1.13,47.46
138,16,36,1.08,38.88
138,17,36,1.04,37.44
138,20,48,0.8,38.4
138,23,47,0.6,28.2
138,24,37,0.15,5.55
138,25,23,0.28,6.44
138,28,37,0.43,15.91
138,31,33,0.59,19.47
138,39,27,0.89,24.03
138,40,43,0.78,33.54
138,47,22,0.32,7.04
138,49,65,0.39,25.35
138,50,56,0.54,30.24
138,51,41,0.98,40.18
138,54,53,1.09,57.77
138,57,26,0.42,10.92
138,59,35,0.55,19.25
138,61,30,0.52,15.6
138,62,33,0.37,12.21
138,63,42,0.3,12.6
138,64,46,0.18,8.28
138,68,32,0.37,11.84
138,70,22,0.17,3.74
138,73,40,0.33,13.2
138,76,50,0.33,16.5
