ClienteID,ProductoID,CostoProducto,FechaCompra
377,69,87.76,2015-01-04
377,21,111.87,2015-01-04
44,114,346.66,2015-01-04
44,119,335.73,2015-01-04
46,49,282.3,2015-01-04
46,57,102.18,2015-01-04
399,36,244.82,2015-01-04
213,11,97.01,2015-01-05
81,42,358.58,2015-01-05
81,100,128.83,2015-01-05
81,85,78.98,2015-01-05
346,63,84.58,2015-01-05
346,36,244.82,2015-01-05
346,114,346.66,2015-01-05
299,31,181.73,2015-01-05
299,95,117.22,2015-01-05
299,39,267.19,2015-01-05
56,97,134.36,2015-01-06
315,7,53.21,2015-01-06
315,59,71.25,2015-01-06
71,85,75.04,2015-01-06
448,109,63.91,2015-01-06
448,14,76.74,2015-01-06
35,24,118.19,2015-01-06
35,50,82.34,2015-01-06
145,117,401.88,2015-01-06
145,61,86.9,2015-01-06
145,51,75.77,2015-01-06
266,40,223.56,2015-01-07
266,28,179.64,2015-01-07
123,124,384.68,2015-01-07
33,41,366.38,2015-01-07
90,103,78.55,2015-01-07
414,101,129.47,2015-01-07
414,3,67.62,2015-01-07
414,79,69.19,2015-01-07
294,12,67.98,2015-01-07
294,112,50.04,2015-01-07
304,48,380.28,2015-01-08
304,110,47.59,2015-01-08
304,99,116.87,2015-01-08
399,29,219.55,2015-01-08
399,121,463.52,2015-01-08
399,117,401.88,2015-01-08
150,97,134.36,2015-01-08
150,2,74.6,2015-01-08
296,58,102.22,2015-01-09
296,36,244.82,2015-01-09
112,55,98.37,2015-01-09
112,97,134.36,2015-01-09
112,99,116.87,2015-01-09
34,101,129.47,2015-01-09
34,5,57.49,2015-01-09
34,25,120.78,2015-01-09
362,97,134.36,2015-01-10
362,81,49.42,2015-01-10
3,91,105.92,2015-01-10
3,102,157.46,2015-01-10
3,3,67.62,2015-01-10
283,37,252.06,2015-01-10
283,117,401.88,2015-01-10
283,4,52.6,2015-01-10
41,121,463.52,2015-01-11
41,110,47.59,2015-01-11
84,70,79.38,2015-01-11
235,6,74.15,2015-01-11
235,27,228.56,2015-01-11
31,119,335.73,2015-01-11
31,40,223.56,2015-01-11
31,107,55.82,2015-01-11
3,39,265.02,2015-01-12
3,6,74.15,2015-01-12
247,29,219.55,2015-01-12
247,57,102.18,2015-01-12
247,119,335.73,2015-01-12
144,62,69.57,2015-01-12
76,20,125.59,2015-01-12
338,107,55.82,2015-01-12
338,37,252.06,2015-01-12
192,2,74.6,2015-01-13
192,112,50.04,2015-01-13
192,100,128.83,2015-01-13
47,81,49.42,2015-01-13
47,118,381.99,2015-01-13
352,56,126.11,2015-01-13
191,8,93.71,2015-01-13
191,79,69.19,2015-01-13
191,40,223.56,2015-01-13
51,89,144.53,2015-01-13
51,33,201.34,2015-01-13
305,123,494.89,2015-01-14
305,12,67.98,2015-01-14
352,15,78.65,2015-01-14
82,59,71.25,2015-01-14
82,35,249.33,2015-01-14
82,51,75.77,2015-01-14
387,41,366.38,2015-01-14
387,49,282.3,2015-01-14
387,94,105.42,2015-01-14
311,78,72.93,2015-01-15
311,30,170.93,2015-01-15
311,33,201.34,2015-01-15
266,33,201.34,2015-01-15
266,38,297.45,2015-01-15
266,37,252.06,2015-01-15
250,41,366.38,2015-01-15
7,11,97.01,2015-01-15
22,111,46.19,2015-01-15
22,50,82.34,2015-01-15
22,112,50.04,2015-01-15
163,13,78.74,2015-01-16
163,43,279.44,2015-01-16
56,91,105.92,2015-01-16
340,56,126.11,2015-01-16
340,75,91.37,2015-01-16
246,63,84.58,2015-01-16
246,92,112.82,2015-01-16
246,107,55.82,2015-01-16
443,48,380.28,2015-01-17
143,89,144.53,2015-01-17
142,32,169.07,2015-01-17
142,33,201.34,2015-01-17
142,51,75.77,2015-01-17
153,46,368.16,2015-01-17
153,40,223.56,2015-01-17
368,115,481.73,2015-01-18
189,102,157.46,2015-01-18
189,96,93.47,2015-01-18
219,58,102.22,2015-01-18
219,70,79.38,2015-01-18
164,67,99.88,2015-01-18
164,8,93.71,2015-01-18
164,120,398.83,2015-01-18
395,21,107.54,2015-01-19
395,84,80.67,2015-01-19
242,96,93.47,2015-01-19
16,109,63.91,2015-01-19
16,17,98.06,2015-01-19
16,80,72.14,2015-01-19
161,125,414.55,2015-01-19
161,30,170.93,2015-01-19
161,71,82.39,2015-01-19
428,77,49.83,2015-01-20
222,81,49.42,2015-01-20
233,77,49.83,2015-01-20
233,18,95.46,2015-01-20
62,73,91.07,2015-01-20
62,123,494.89,2015-01-20
133,75,91.37,2015-01-20
133,61,86.9,2015-01-20
133,114,352.09,2015-01-20
18,29,219.55,2015-01-21
120,91,105.92,2015-01-21
129,35,249.33,2015-01-21
129,121,463.52,2015-01-21
31,39,265.02,2015-01-21
273,74,89.35,2015-01-21
383,110,47.59,2015-01-21
383,114,352.09,2015-01-21
347,67,99.88,2015-01-22
347,119,335.73,2015-01-22
218,115,481.73,2015-01-22
218,21,107.54,2015-01-22
95,11,97.01,2015-01-22
95,98,108.19,2015-01-22
412,19,95.04,2015-01-22
412,43,279.44,2015-01-22
412,28,179.64,2015-01-22
319,106,80.12,2015-01-23
319,23,107.24,2015-01-23
284,43,279.44,2015-01-23
284,10,83.24,2015-01-23
122,118,381.99,2015-01-23
122,106,80.12,2015-01-23
122,86,67.24,2015-01-23
368,119,335.73,2015-01-23
368,88,160.49,2015-01-23
110,90,165.84,2015-01-24
110,41,366.38,2015-01-24
22,35,249.33,2015-01-24
22,48,380.28,2015-01-24
240,104,58.8,2015-01-24
356,72,87.91,2015-01-24
356,96,93.47,2015-01-24
356,126,427.3,2015-01-24
386,121,463.52,2015-01-24
386,103,78.55,2015-01-24
386,28,179.64,2015-01-24
256,34,223.53,2015-01-25
256,63,84.58,2015-01-25
30,20,125.59,2015-01-25
30,32,169.07,2015-01-25
67,102,157.46,2015-01-25
67,97,134.36,2015-01-25
67,54,79.91,2015-01-25
368,98,108.19,2015-01-25
368,20,125.59,2015-01-25
368,51,75.77,2015-01-25
63,93,104.86,2015-01-26
63,22,90.36,2015-01-26
63,75,91.37,2015-01-26
185,75,91.37,2015-01-26
185,61,86.9,2015-01-26
10,64,98.55,2015-01-26
10,39,265.02,2015-01-26
200,49,282.3,2015-01-26
200,96,93.47,2015-01-26
200,125,414.55,2015-01-26
24,32,169.07,2015-01-27
24,75,91.37,2015-01-27
24,64,98.55,2015-01-27
344,61,86.9,2015-01-27
344,60,78.39,2015-01-27
321,5,57.49,2015-01-27
321,80,72.14,2015-01-27
321,42,365.8,2015-01-27
5,42,365.8,2015-01-27
5,24,118.19,2015-01-27
19,124,384.68,2015-01-28
19,54,79.91,2015-01-28
19,26,234.31,2015-01-28
124,102,157.46,2015-01-28
124,22,90.36,2015-01-28
124,9,93.28,2015-01-28
366,90,165.84,2015-01-28
366,75,91.37,2015-01-28
366,11,97.01,2015-01-28
170,117,401.88,2015-01-29
170,78,72.93,2015-01-29
170,30,170.93,2015-01-29
436,86,67.24,2015-01-29
436,75,91.37,2015-01-29
436,56,126.11,2015-01-29
6,85,75.04,2015-01-29
6,63,84.58,2015-01-29
165,11,97.01,2015-01-29
165,42,365.8,2015-01-29
165,40,223.56,2015-01-29
77,78,72.93,2015-01-30
114,57,102.18,2015-01-30
114,71,82.39,2015-01-30
114,123,494.89,2015-01-30
324,83,67.85,2015-01-30
324,80,72.14,2015-01-30
157,49,282.3,2015-01-30
103,52,71.58,2015-01-30
103,120,398.83,2015-01-30
103,88,160.49,2015-01-30
277,68,87.94,2015-01-31
191,56,126.11,2015-01-31
191,49,282.3,2015-01-31
78,48,380.28,2015-01-31
100,62,69.57,2015-01-31
36,110,47.59,2015-01-31
36,121,463.52,2015-01-31
36,74,89.35,2015-01-31
36,50,82.34,2015-01-31
36,45,239.25,2015-01-31
1,15,78.65,2015-02-01
1,77,49.83,2015-02-01
1,87,155.57,2015-02-01
100,59,71.25,2015-02-01
100,61,86.9,2015-02-01
320,56,126.11,2015-02-01
320,100,128.83,2015-02-01
320,96,93.47,2015-02-01
271,83,67.85,2015-02-02
271,22,90.36,2015-02-02
72,91,105.92,2015-02-02
72,108,72.03,2015-02-02
72,126,427.3,2015-02-02
367,28,179.64,2015-02-02
367,10,83.24,2015-02-02
401,31,181.73,2015-02-02
87,69,86.39,2015-02-02
87,49,282.3,2015-02-02
87,77,49.83,2015-02-02
202,5,57.49,2015-02-03
331,83,70.15,2015-02-03
331,125,404.94,2015-02-03
331,6,74.15,2015-02-03
157,26,234.31,2015-02-03
12,9,91.56,2015-02-03
36,55,95.06,2015-02-03
36,6,74.15,2015-02-03
414,19,99.85,2015-02-03
414,78,70.78,2015-02-03
236,105,62.73,2015-02-04
236,12,69.9,2015-02-04
236,102,163.58,2015-02-04
220,57,102.18,2015-02-04
220,66,121.58,2015-02-04
220,42,380.14,2015-02-04
448,72,87.91,2015-02-04
448,107,55.82,2015-02-04
448,2,74.6,2015-02-04
261,55,95.06,2015-02-05
261,82,64.51,2015-02-05
261,85,75.04,2015-02-05
210,63,84.58,2015-02-05
9,97,130.25,2015-02-05
9,71,78.94,2015-02-05
407,72,87.91,2015-02-05
142,56,128.01,2015-02-05
103,63,84.58,2015-02-05
103,65,76.88,2015-02-05
103,23,109.67,2015-02-05
122,55,95.06,2015-02-06
294,76,73.59,2015-02-06
294,77,49.03,2015-02-06
294,36,244.82,2015-02-06
53,118,381.99,2015-02-06
53,94,107.64,2015-02-06
340,125,404.94,2015-02-06
340,24,118.19,2015-02-06
340,34,224.88,2015-02-06
240,6,74.15,2015-02-07
240,90,165.84,2015-02-07
364,69,86.39,2015-02-07
166,114,345.26,2015-02-07
166,122,409.03,2015-02-07
166,75,91.37,2015-02-07
418,68,88.62,2015-02-07
418,108,72.03,2015-02-07
418,70,82.94,2015-02-07
230,47,396.05,2015-02-08
230,46,377.52,2015-02-08
230,14,76.74,2015-02-08
204,80,74.51,2015-02-08
204,105,62.73,2015-02-08
204,89,149.62,2015-02-08
119,42,380.14,2015-02-08
119,86,67.24,2015-02-08
119,126,406.22,2015-02-08
135,83,70.15,2015-02-08
151,40,223.56,2015-02-09
293,38,303.93,2015-02-09
156,98,113.82,2015-02-09
156,3,67.62,2015-02-09
156,33,196.74,2015-02-09
166,13,79.59,2015-02-09
450,43,279.44,2015-02-09
450,28,173.85,2015-02-09
411,54,79.21,2015-02-09
411,115,481.73,2015-02-09
167,27,228.56,2015-02-10
57,52,70.3,2015-02-10
426,18,92.57,2015-02-10
248,5,57.49,2015-02-10
215,29,221.33,2015-02-10
215,43,279.44,2015-02-10
216,47,396.05,2015-02-10
216,16,108.91,2015-02-10
41,84,77.99,2015-02-11
41,49,285.41,2015-02-11
41,57,102.18,2015-02-11
357,21,112.42,2015-02-11
357,112,51.3,2015-02-11
357,80,74.51,2015-02-11
223,111,45.57,2015-02-11
341,105,62.73,2015-02-12
341,100,128.83,2015-02-12
341,90,165.84,2015-02-12
116,64,101.14,2015-02-12
226,74,91.23,2015-02-12
226,17,98.06,2015-02-12
226,118,381.99,2015-02-12
412,80,74.51,2015-02-12
412,47,396.05,2015-02-12
14,89,149.62,2015-02-13
14,47,396.05,2015-02-13
316,87,152.78,2015-02-13
316,35,249.33,2015-02-13
42,105,62.73,2015-02-13
42,2,74.6,2015-02-13
42,55,95.06,2015-02-13
364,95,111.96,2015-02-14
364,54,79.21,2015-02-14
412,12,69.9,2015-02-14
235,52,70.3,2015-02-14
44,43,279.44,2015-02-14
394,53,79.5,2015-02-14
394,113,40.88,2015-02-14
394,25,125.21,2015-02-14
423,89,149.62,2015-02-15
177,13,79.59,2015-02-15
286,98,113.82,2015-02-15
11,76,73.59,2015-02-15
11,5,57.49,2015-02-15
6,101,129.51,2015-02-15
6,25,125.21,2015-02-15
130,23,109.67,2015-02-15
130,26,234.31,2015-02-15
91,50,82.34,2015-02-15
91,19,99.85,2015-02-15
91,71,78.94,2015-02-15
383,33,196.74,2015-02-16
383,17,98.06,2015-02-16
330,89,149.62,2015-02-16
330,91,105.28,2015-02-16
385,118,381.99,2015-02-16
385,116,465.16,2015-02-16
385,83,70.15,2015-02-16
73,13,79.59,2015-02-16
315,78,70.78,2015-02-16
126,7,53.21,2015-02-17
126,56,128.01,2015-02-17
400,64,101.14,2015-02-17
400,13,79.59,2015-02-17
400,50,82.34,2015-02-17
186,111,45.57,2015-02-17
163,8,99.19,2015-02-17
163,25,125.21,2015-02-17
108,117,401.88,2015-02-17
108,2,74.6,2015-02-17
108,126,406.22,2015-02-17
341,80,74.51,2015-02-18
2,113,40.88,2015-02-18
2,64,101.14,2015-02-18
2,77,49.03,2015-02-18
196,85,75.04,2015-02-18
196,97,130.25,2015-02-18
43,119,335.73,2015-02-18
43,44,246.45,2015-02-18
43,73,88.11,2015-02-18
34,81,48.38,2015-02-19
34,43,279.44,2015-02-19
34,12,69.9,2015-02-19
377,80,74.51,2015-02-19
377,112,51.3,2015-02-19
369,99,116.87,2015-02-19
369,40,223.56,2015-02-19
38,69,86.39,2015-02-19
38,123,477.95,2015-02-19
38,118,381.99,2015-02-19
366,71,78.94,2015-02-20
366,2,74.6,2015-02-20
366,56,128.01,2015-02-20
207,111,45.57,2015-02-20
207,52,70.3,2015-02-20
207,96,93.47,2015-02-20
29,22,90.36,2015-02-20
29,119,335.73,2015-02-20
245,78,70.78,2015-02-21
245,122,409.03,2015-02-21
298,111,45.57,2015-02-21
317,28,173.85,2015-02-21
317,71,78.94,2015-02-21
69,33,196.74,2015-02-21
69,106,80.12,2015-02-21
238,96,93.47,2015-02-21
238,3,67.62,2015-02-21
332,74,91.23,2015-02-21
332,77,49.03,2015-02-21
250,10,83.24,2015-02-22
250,100,128.83,2015-02-22
80,24,118.19,2015-02-22
80,5,57.49,2015-02-22
80,64,101.14,2015-02-22
390,126,406.22,2015-02-22
205,25,125.21,2015-02-22
205,28,173.85,2015-02-22
243,23,109.67,2015-02-22
243,58,102.22,2015-02-22
243,60,75.43,2015-02-22
49,97,130.25,2015-02-23
49,62,70.11,2015-02-23
49,110,48.62,2015-02-23
339,89,149.62,2015-02-23
397,81,48.38,2015-02-23
381,43,279.44,2015-02-23
381,86,67.24,2015-02-23
314,72,87.91,2015-02-23
314,70,82.94,2015-02-23
314,15,78.65,2015-02-23
163,16,108.91,2015-02-24
163,121,453.18,2015-02-24
416,55,95.06,2015-02-24
416,5,57.49,2015-02-24
416,41,388.13,2015-02-24
375,108,72.03,2015-02-24
375,16,108.91,2015-02-24
375,110,48.62,2015-02-24
367,90,165.84,2015-02-24
367,76,73.59,2015-02-24
367,82,64.51,2015-02-24
113,111,45.57,2015-02-25
113,60,75.43,2015-02-25
410,90,165.84,2015-02-25
154,52,70.3,2015-02-25
46,81,48.38,2015-02-25
432,54,79.21,2015-02-25
71,123,477.95,2015-02-25
71,51,72.66,2015-02-25
351,10,83.24,2015-02-25
173,97,130.25,2015-02-25
173,119,335.73,2015-02-25
173,34,224.88,2015-02-25
254,65,76.88,2015-02-26
254,103,75.5,2015-02-26
145,78,70.78,2015-02-26
251,50,82.34,2015-02-26
251,33,196.74,2015-02-26
251,21,112.42,2015-02-26
149,32,169.07,2015-02-26
354,85,75.04,2015-02-26
354,112,51.3,2015-02-26
161,57,102.18,2015-02-27
161,117,401.88,2015-02-27
154,32,169.07,2015-02-27
154,124,400.02,2015-02-27
186,78,70.78,2015-02-27
186,123,477.95,2015-02-27
186,24,118.19,2015-02-27
90,123,477.95,2015-02-27
90,99,116.87,2015-02-27
90,8,99.19,2015-02-27
384,28,173.85,2015-02-28
384,9,91.56,2015-02-28
384,68,88.62,2015-02-28
184,92,108.58,2015-02-28
254,11,97.01,2015-02-28
254,71,78.94,2015-02-28
241,75,91.37,2015-02-28
241,117,401.88,2015-02-28
312,8,99.19,2015-02-28
100,15,78.65,2015-02-28
100,120,411.7,2015-02-28
100,65,76.88,2015-02-28
25,119,335.73,2015-03-01
39,25,125.21,2015-03-01
39,24,118.19,2015-03-01
405,9,91.56,2015-03-01
405,33,196.74,2015-03-01
405,57,102.18,2015-03-01
364,107,55.82,2015-03-01
364,72,87.91,2015-03-01
364,35,249.33,2015-03-01
381,42,380.14,2015-03-02
381,75,91.37,2015-03-02
181,33,196.74,2015-03-02
181,34,224.88,2015-03-02
17,125,404.94,2015-03-02
172,94,107.64,2015-03-02
172,52,70.3,2015-03-02
201,6,76.04,2015-03-03
201,92,108.58,2015-03-03
365,91,100.75,2015-03-03
365,37,253.9,2015-03-03
218,10,86.39,2015-03-03
218,83,70.15,2015-03-03
443,20,125.59,2015-03-03
443,26,228.52,2015-03-03
146,38,303.93,2015-03-04
146,48,380.28,2015-03-04
292,76,71.73,2015-03-04
292,113,41.96,2015-03-04
256,64,101.14,2015-03-04
256,113,41.96,2015-03-04
256,26,228.52,2015-03-04
315,82,65.13,2015-03-04
171,89,149.62,2015-03-05
90,65,74.05,2015-03-05
90,104,56.28,2015-03-05
90,43,267.84,2015-03-05
93,105,60.25,2015-03-05
93,119,335.73,2015-03-05
93,85,74.59,2015-03-05
170,114,344.44,2015-03-05
102,37,253.9,2015-03-05
102,49,285.41,2015-03-05
420,41,388.13,2015-03-06
420,19,103.07,2015-03-06
420,49,285.41,2015-03-06
274,92,108.58,2015-03-06
260,117,401.88,2015-03-06
260,31,184.63,2015-03-06
260,4,51.38,2015-03-06
425,95,108.26,2015-03-06
425,79,66.5,2015-03-06
425,13,79.59,2015-03-06
93,63,86.46,2015-03-07
304,92,108.58,2015-03-07
304,46,368.39,2015-03-07
200,65,74.05,2015-03-07
214,60,73.74,2015-03-07
214,29,229.34,2015-03-07
19,46,368.39,2015-03-07
19,65,74.05,2015-03-07
388,18,95.25,2015-03-07
388,92,108.58,2015-03-07
388,72,89.91,2015-03-07
358,25,119.34,2015-03-08
358,125,404.94,2015-03-08
7,41,388.13,2015-03-08
7,6,76.04,2015-03-08
7,85,74.59,2015-03-08
435,36,245.32,2015-03-08
435,32,161.44,2015-03-08
435,41,388.13,2015-03-08
312,89,149.62,2015-03-08
312,63,86.46,2015-03-08
312,38,303.93,2015-03-08
400,48,380.28,2015-03-09
26,37,253.9,2015-03-09
26,81,46.26,2015-03-09
26,102,171.8,2015-03-09
332,58,105.97,2015-03-09
412,20,125.59,2015-03-09
412,25,119.34,2015-03-09
412,119,335.73,2015-03-09
309,50,86.27,2015-03-10
309,23,109.67,2015-03-10
188,115,481.73,2015-03-10
188,74,91.23,2015-03-10
401,30,176.12,2015-03-10
401,42,376.27,2015-03-10
401,77,47.81,2015-03-10
217,54,78.9,2015-03-10
6,23,109.67,2015-03-11
287,52,72.59,2015-03-11
310,44,246.45,2015-03-11
16,98,118.67,2015-03-11
16,68,91.01,2015-03-11
16,91,100.75,2015-03-11
137,38,303.93,2015-03-11
199,15,76.93,2015-03-11
199,42,376.27,2015-03-11
199,111,45.75,2015-03-11
400,16,108.91,2015-03-12
92,2,75.64,2015-03-12
92,31,184.63,2015-03-12
92,12,69.9,2015-03-12
438,47,404.15,2015-03-12
438,13,79.59,2015-03-12
438,111,45.75,2015-03-12
302,7,55.97,2015-03-12
214,68,91.01,2015-03-12
266,11,93.68,2015-03-12
266,19,103.07,2015-03-12
266,26,228.52,2015-03-12
398,59,73.42,2015-03-13
398,13,79.59,2015-03-13
398,110,51.48,2015-03-13
232,70,80.19,2015-03-13
232,60,73.74,2015-03-13
232,88,163.36,2015-03-13
47,123,496.21,2015-03-13
367,77,47.81,2015-03-13
367,36,245.32,2015-03-13
357,49,285.41,2015-03-13
357,95,108.26,2015-03-13
239,4,51.38,2015-03-14
240,87,152.78,2015-03-14
302,121,453.99,2015-03-14
302,113,41.96,2015-03-14
264,120,429.52,2015-03-14
264,56,128.01,2015-03-14
312,81,46.26,2015-03-14
312,103,78.83,2015-03-14
312,73,88.11,2015-03-14
435,51,74.59,2015-03-15
292,16,108.91,2015-03-15
292,67,98.84,2015-03-15
292,23,109.67,2015-03-15
109,7,55.97,2015-03-15
109,66,125.31,2015-03-15
109,28,173.85,2015-03-15
63,22,90.36,2015-03-15
4,9,90.08,2015-03-15
4,38,303.93,2015-03-15
4,44,246.45,2015-03-15
197,94,102.59,2015-03-16
197,9,90.08,2015-03-16
143,119,335.73,2015-03-16
143,38,303.93,2015-03-16
46,15,76.93,2015-03-16
46,91,100.75,2015-03-16
4,101,129.51,2015-03-16
223,83,70.15,2015-03-17
223,124,400.02,2015-03-17
113,34,224.88,2015-03-17
113,78,70.78,2015-03-17
113,102,171.8,2015-03-17
403,2,75.64,2015-03-17
403,12,69.9,2015-03-17
230,115,481.73,2015-03-17
230,116,441.97,2015-03-17
230,40,220.84,2015-03-17
226,79,66.5,2015-03-18
226,125,404.94,2015-03-18
289,21,106.84,2015-03-18
370,39,266.91,2015-03-18
254,65,74.05,2015-03-18
254,16,108.91,2015-03-18
254,31,184.63,2015-03-18
27,33,195.85,2015-03-18
27,71,76.15,2015-03-18
27,96,93.47,2015-03-18
116,84,77.99,2015-03-19
116,10,86.39,2015-03-19
174,64,101.14,2015-03-19
174,19,103.07,2015-03-19
29,69,82.83,2015-03-19
29,115,481.73,2015-03-19
29,106,79.75,2015-03-19
263,15,76.93,2015-03-20
263,18,95.25,2015-03-20
160,8,99.72,2015-03-20
160,14,77.53,2015-03-20
437,83,70.15,2015-03-20
421,98,118.67,2015-03-20
421,78,70.78,2015-03-20
421,26,228.52,2015-03-20
178,120,429.52,2015-03-20
178,11,93.68,2015-03-20
450,113,41.96,2015-03-21
92,59,73.42,2015-03-21
92,99,116.87,2015-03-21
66,29,229.34,2015-03-21
288,47,404.15,2015-03-21
288,16,108.91,2015-03-21
311,126,406.22,2015-03-21
311,85,74.59,2015-03-21
170,71,76.15,2015-03-22
170,105,60.25,2015-03-22
170,124,400.02,2015-03-22
97,18,95.25,2015-03-22
97,30,176.12,2015-03-22
396,10,86.39,2015-03-22
396,124,400.02,2015-03-22
396,34,224.88,2015-03-22
383,86,65.41,2015-03-22
383,54,78.9,2015-03-22
383,72,89.91,2015-03-22
327,3,68.99,2015-03-23
424,20,125.59,2015-03-23
140,27,228.03,2015-03-23
368,56,128.01,2015-03-23
368,120,429.52,2015-03-23
158,50,86.27,2015-03-23
158,11,93.68,2015-03-23
158,116,441.97,2015-03-23
419,33,195.85,2015-03-23
419,67,98.84,2015-03-23
231,3,68.99,2015-03-24
231,70,80.19,2015-03-24
231,16,108.91,2015-03-24
395,19,103.07,2015-03-24
43,77,47.81,2015-03-24
43,40,220.84,2015-03-24
43,57,98.43,2015-03-24
268,93,104.86,2015-03-25
268,55,93.27,2015-03-25
280,103,78.83,2015-03-25
204,88,163.36,2015-03-25
138,86,65.41,2015-03-25
138,29,229.34,2015-03-25
138,61,90.98,2015-03-25
98,96,93.47,2015-03-25
98,9,90.08,2015-03-25
85,91,100.75,2015-03-26
85,27,228.03,2015-03-26
85,40,220.84,2015-03-26
41,105,60.25,2015-03-26
41,23,109.67,2015-03-26
41,87,152.78,2015-03-26
428,82,65.13,2015-03-26
378,78,70.78,2015-03-26
190,42,376.27,2015-03-26
190,59,73.42,2015-03-26
190,115,481.73,2015-03-26
418,62,70.11,2015-03-27
413,21,106.84,2015-03-27
64,8,99.72,2015-03-27
64,78,70.78,2015-03-27
356,28,173.85,2015-03-27
356,89,149.62,2015-03-27
356,11,93.68,2015-03-27
126,104,56.28,2015-03-28
126,124,400.02,2015-03-28
397,31,184.63,2015-03-28
397,22,90.36,2015-03-28
425,93,104.86,2015-03-28
311,121,453.99,2015-03-28
311,30,176.12,2015-03-28
311,126,406.22,2015-03-28
134,68,91.01,2015-03-29
284,67,98.84,2015-03-29
158,112,53.43,2015-03-29
26,24,113.23,2015-03-29
26,82,65.13,2015-03-29
26,92,108.58,2015-03-29
136,68,91.01,2015-03-29
218,60,73.74,2015-03-29
218,76,71.73,2015-03-29
218,52,72.59,2015-03-29
18,43,267.84,2015-03-30
340,67,98.84,2015-03-30
139,92,108.58,2015-03-30
139,76,71.73,2015-03-30
139,79,66.5,2015-03-30
17,77,47.81,2015-03-30
17,116,441.97,2015-03-30
275,74,91.23,2015-03-30
275,60,73.74,2015-03-30
275,20,125.59,2015-03-30
425,17,101.17,2015-03-31
425,3,68.99,2015-03-31
266,38,303.93,2015-03-31
266,81,46.26,2015-03-31
160,19,103.07,2015-03-31
160,60,73.74,2015-03-31
355,52,72.59,2015-03-31
355,21,106.84,2015-03-31
173,71,76.15,2015-03-31
173,111,45.75,2015-03-31
271,93,104.86,2015-04-01
374,61,90.98,2015-04-01
374,3,68.99,2015-04-01
374,76,71.73,2015-04-01
22,44,246.45,2015-04-01
22,68,91.01,2015-04-01
399,53,83.41,2015-04-01
399,91,100.75,2015-04-01
399,29,229.34,2015-04-01
403,95,108.26,2015-04-02
403,126,406.22,2015-04-02
403,68,91.01,2015-04-02
31,64,101.14,2015-04-02
31,10,86.39,2015-04-02
31,100,122.49,2015-04-02
132,40,220.84,2015-04-02
132,19,103.07,2015-04-02
132,17,101.17,2015-04-02
1,125,404.94,2015-04-03
1,56,128.01,2015-04-03
320,51,74.59,2015-04-03
205,38,303.93,2015-04-03
205,50,86.27,2015-04-03
205,45,251.91,2015-04-03
262,56,128.01,2015-04-03
262,77,47.81,2015-04-03
262,68,91.01,2015-04-03
223,83,70.15,2015-04-04
223,121,453.99,2015-04-04
54,74,91.23,2015-04-04
359,75,96.1,2015-04-04
359,57,98.43,2015-04-04
259,95,108.26,2015-04-04
259,49,285.41,2015-04-04
197,34,224.88,2015-04-04
91,71,76.15,2015-04-04
207,77,47.81,2015-04-05
207,59,73.42,2015-04-05
355,85,74.59,2015-04-05
355,55,93.27,2015-04-05
355,57,98.43,2015-04-05
398,53,83.41,2015-04-05
398,50,86.27,2015-04-05
398,51,74.59,2015-04-05
382,27,228.03,2015-04-05
382,91,100.75,2015-04-05
382,68,91.01,2015-04-05
290,19,103.07,2015-04-06
290,84,77.99,2015-04-06
234,87,152.78,2015-04-06
234,22,90.36,2015-04-06
234,108,72.03,2015-04-06
297,95,108.26,2015-04-06
297,20,125.59,2015-04-06
297,83,70.15,2015-04-06
158,125,404.94,2015-04-06
158,91,100.75,2015-04-06
438,97,130.25,2015-04-07
438,17,101.17,2015-04-07
438,116,446.35,2015-04-07
446,34,231.72,2015-04-07
227,37,253.9,2015-04-07
193,99,119.01,2015-04-07
193,69,82.83,2015-04-07
118,44,255.16,2015-04-07
321,61,87.26,2015-04-07
226,119,349.41,2015-04-07
226,41,388.13,2015-04-07
298,86,65.41,2015-04-08
298,22,88.71,2015-04-08
410,33,204.19,2015-04-08
410,69,82.83,2015-04-08
180,93,104.86,2015-04-08
309,52,72.59,2015-04-08
309,84,80.01,2015-04-08
309,113,42.09,2015-04-08
260,101,131.54,2015-04-08
260,60,73.74,2015-04-08
19,87,152.78,2015-04-09
19,105,60.25,2015-04-09
19,32,167.62,2015-04-09
238,112,53.66,2015-04-09
238,61,87.26,2015-04-09
144,2,75.64,2015-04-09
127,122,399.09,2015-04-09
127,87,152.78,2015-04-09
127,24,113.65,2015-04-09
262,49,285.41,2015-04-10
262,51,70.99,2015-04-10
76,98,118.67,2015-04-10
134,95,108.26,2015-04-10
134,67,100.99,2015-04-10
207,44,255.16,2015-04-10
145,43,261.51,2015-04-10
145,39,266.91,2015-04-10
145,67,100.99,2015-04-10
291,91,97.71,2015-04-11
403,105,60.25,2015-04-11
412,59,73.42,2015-04-11
412,85,74.59,2015-04-11
412,13,79.59,2015-04-11
148,123,496.21,2015-04-11
148,15,76.93,2015-04-11
148,85,74.59,2015-04-11
262,93,104.86,2015-04-12
262,84,80.01,2015-04-12
330,67,100.99,2015-04-12
330,55,89.14,2015-04-12
330,42,364.04,2015-04-12
244,48,380.28,2015-04-12
244,83,68.1,2015-04-12
257,105,60.25,2015-04-12
257,72,95.19,2015-04-12
257,123,496.21,2015-04-12
